City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Sitka,US,2022-04-01 13:33:10,57.0531,-135.33,42.69,65,100,8.05
281,Provideniya,RU,2022-04-01 13:35:18,64.3833,-173.3,21.0,92,100,10.74
282,Dolzhanskaya,RU,2022-04-01 13:35:18,46.6311,37.8039,50.97,72,100,16.82
283,Prince Rupert,CA,2022-04-01 13:35:19,54.3161,-130.3201,40.69,93,100,36.82
284,Mahajanga,MG,2022-04-01 13:35:19,-15.7167,46.3167,83.28,64,89,7.31
285,Puerto Escondido,MX,2022-04-01 13:35:19,15.85,-97.0667,70.63,88,0,8.05
286,Mandali,IQ,2022-04-01 13:35:20,33.7499,45.5541,89.31,9,0,12.19
287,Dwarka,IN,2022-04-01 13:35:20,22.2394,68.9678,80.51,67,0,13.69
288,Itarema,BR,2022-04-01 13:35:20,-2.9248,-39.9167,76.59,90,100,4.94
289,Juegang,CN,2022-04-01 13:35:21,32.3174,121.1855,49.91,65,100,6.35
290,Kholodnyy,RU,2022-04-01 13:35:21,62.7167,147.95,-14.58,97,88,4.94
291,Aswan,EG,2022-04-01 13:35:21,24.0934,32.907,103.3,11,0,8.05
292,Fatehabad,IN,2022-04-01 13:35:22,29.5167,75.45,86.45,5,0,6.6
293,Asilah,MA,2022-04-01 13:35:22,35.465,-6.0348,62.56,67,58,9.4
294,Bonnyville,CA,2022-04-01 13:30:22,54.2668,-110.735,29.52,96,70,5.35
295,Coahuayana,MX,2022-04-01 13:35:22,18.7333,-103.6833,69.28,55,31,2.46
296,Palmeira,BR,2022-04-01 13:35:23,-25.4294,-50.0064,54.54,98,100,4.56
297,Kavaratti,IN,2022-04-01 13:35:23,10.5669,72.642,83.3,76,48,8.59
298,Panguna,PG,2022-04-01 13:35:23,-6.3164,155.4848,68.47,97,100,0.74
299,Sibu,MY,2022-04-01 13:35:24,2.3,111.8167,77.31,94,40,2.3
300,Alofi,NU,2022-04-01 13:35:24,-19.0595,-169.9187,73.29,94,96,1.14
301,Barajevo,RS,2022-04-01 13:35:25,44.5789,20.4158,63.68,56,100,13.4
302,Kupang,ID,2022-04-01 13:35:25,-10.1667,123.5833,77.88,84,18,5.84
303,Viedma,AR,2022-04-01 13:30:28,-40.8135,-62.9967,64.13,25,100,18.37
304,Kasese,UG,2022-04-01 13:35:25,0.1833,30.0833,90.18,33,92,3.94
305,Pisco,PE,2022-04-01 13:35:26,-13.7,-76.2167,66.25,77,100,2.3
306,Narsaq,GL,2022-04-01 13:35:26,60.9167,-46.05,52.02,52,100,18.32
307,Jinchang,CN,2022-04-01 13:35:26,38.4953,102.1739,43.5,20,0,4.47
308,Oktyabrskoye,RU,2022-04-01 13:35:27,43.0645,44.7417,71.74,21,100,8.95
309,Ambilobe,MG,2022-04-01 13:35:27,-13.2,49.05,78.19,87,90,3.02
310,Faya,SA,2022-04-01 13:35:27,18.3851,42.4509,78.91,20,0,2.04
311,Port Macquarie,AU,2022-04-01 13:35:28,-31.4333,152.9167,61.9,71,89,14.63
312,Roald,NO,2022-04-01 13:35:28,62.5833,6.1333,42.33,56,20,3.44
313,Neuquen,AR,2022-04-01 13:35:28,-38.9516,-68.0591,57.09,35,0,6.91
314,Nishihara,JP,2022-04-01 13:33:20,26.1842,127.7558,65.48,64,40,16.11
315,Akyab,MM,2022-04-01 13:35:29,20.15,92.9,80.02,83,3,7.23
316,Jurm,AF,2022-04-01 13:35:29,36.8648,70.8342,58.39,34,0,4.9
317,Kutum,SD,2022-04-01 13:35:30,14.2,24.6667,93.7,5,6,9.62
318,Aykhal,RU,2022-04-01 13:35:30,66.0,111.5,10.4,93,95,20.87
319,Asau,RO,2022-04-01 13:36:30,46.4333,26.4,72.52,66,85,6.87
320,Oxelosund,SE,2022-04-01 13:36:31,58.6706,17.1015,37.89,80,75,10.36
321,Sterling,US,2022-04-01 13:32:16,39.0062,-77.4286,53.71,61,75,10.36
322,Porto Novo,BJ,2022-04-01 13:36:31,6.4965,2.6036,87.62,54,44,13.91
323,Marzuq,YE,2022-04-01 13:36:32,14.4,46.4667,84.54,17,0,4.36
324,Mitsamiouli,KM,2022-04-01 13:36:32,-11.3847,43.2844,82.74,71,95,4.63
325,Banda Aceh,ID,2022-04-01 13:36:32,5.5577,95.3222,82.31,73,80,2.3
326,The Pas,CA,2022-04-01 13:36:32,53.8251,-101.2541,30.22,93,100,4.61
327,Martapura,ID,2022-04-01 13:36:33,-3.4167,114.85,76.39,85,95,2.28
328,Namatanai,PG,2022-04-01 13:36:33,-3.6667,152.4333,80.42,83,100,6.87
329,Palu,ID,2022-04-01 13:36:33,-0.8917,119.8707,76.23,91,88,2.75
330,Maxixe,MZ,2022-04-01 13:35:09,-23.8597,35.3472,85.82,66,20,11.5
331,Camacari,BR,2022-04-01 13:36:34,-12.6975,-38.3242,80.37,64,46,7.52
332,Vilhena,BR,2022-04-01 13:36:35,-12.7406,-60.1458,61.02,100,100,13.8
333,Koltsovo,RU,2022-04-01 13:36:35,54.9376,83.1825,40.39,96,91,6.2
334,Zhuhai,CN,2022-04-01 13:36:35,22.2769,113.5678,62.31,88,40,24.16
335,Clyde River,CA,2022-04-01 13:36:36,70.4692,-68.5914,10.63,85,100,3.44
336,Zalesovo,RU,2022-04-01 13:36:36,53.9939,84.7431,28.67,98,100,3.27
337,Lerwick,GB,2022-04-01 13:36:36,60.1545,-1.1494,41.0,57,100,8.32
338,Bapatla,IN,2022-04-01 13:36:37,15.9,80.4667,81.21,84,5,13.13
339,Ostrovnoy,RU,2022-04-01 13:36:37,68.0531,39.5131,22.42,88,98,9.93
340,Maragogi,BR,2022-04-01 13:35:01,-9.0122,-35.2225,82.4,73,84,6.62
341,Tahe,CN,2022-04-01 13:36:37,52.3333,124.7333,19.54,94,30,3.36
342,Axim,GH,2022-04-01 13:36:38,4.8699,-2.2405,86.36,69,100,9.17
343,Alice Springs,AU,2022-04-01 13:36:38,-23.7,133.8833,60.35,31,100,5.75
344,Aklavik,CA,2022-04-01 13:36:38,68.2191,-135.0107,-31.0,68,0,2.3
345,Filingue,NE,2022-04-01 13:36:39,14.3521,3.3168,105.48,3,63,1.05
346,Baykit,RU,2022-04-01 13:36:39,61.67,96.37,12.96,93,100,3.8
347,Katsuura,JP,2022-04-01 13:36:40,35.1333,140.3,45.82,56,99,11.21
348,Dudinka,RU,2022-04-01 13:36:40,69.4058,86.1778,13.62,95,100,11.36
349,Herrin,US,2022-04-01 13:36:40,37.8031,-89.0276,39.11,65,20,9.22
350,New Norfolk,AU,2022-04-01 13:36:41,-42.7826,147.0587,56.7,71,99,3.0
351,Rawson,AR,2022-04-01 13:36:41,-43.3002,-65.1023,67.1,34,78,13.18
352,Ndioum,SN,2022-04-01 13:36:41,16.5129,-14.6471,101.53,9,0,5.41
353,Touros,BR,2022-04-01 13:36:42,-5.1989,-35.4608,84.29,64,100,10.25
354,Rudbar,AF,2022-04-01 13:36:42,30.15,62.6,83.73,5,0,8.75
355,Quang Ngai,VN,2022-04-01 13:36:42,15.1167,108.8,73.9,93,94,5.64
356,La Ronge,CA,2022-04-01 13:36:43,55.1001,-105.2842,28.65,93,100,18.41
357,Mayumba,GA,2022-04-01 13:36:43,-3.432,10.6554,78.87,82,58,9.28
358,Laguna,US,2022-04-01 13:36:43,38.421,-121.4238,49.64,91,0,5.75
359,Husavik,IS,2022-04-01 13:36:44,66.0449,-17.3389,36.99,89,72,4.27
360,Gobabis,NA,2022-04-01 13:36:44,-22.45,18.9667,81.16,39,88,10.92
361,Dhidhdhoo,MV,2022-04-01 13:36:45,6.8833,73.1,84.24,68,15,3.62
362,Sibolga,ID,2022-04-01 13:36:45,1.7427,98.7792,78.13,84,14,1.45
363,Siayan,PH,2022-04-01 13:36:45,8.2667,123.1,76.33,90,100,4.09
364,Rocha,UY,2022-04-01 13:35:27,-34.4833,-54.3333,59.85,66,98,3.18
365,Kiruna,SE,2022-04-01 13:37:23,67.8557,20.2251,23.92,54,0,10.36
366,Yatou,CN,2022-04-01 13:37:46,37.15,122.3833,37.92,41,0,4.14
367,Tongling,CN,2022-04-01 13:37:46,30.95,117.7833,48.18,64,100,3.83
368,Ramhormoz,IR,2022-04-01 13:37:47,31.28,49.6035,93.31,9,0,8.86
369,Beinamar,TD,2022-04-01 13:37:47,8.6698,15.3813,106.23,7,58,5.3
370,Samdrup Jongkhar,BT,2022-04-01 13:37:47,26.9167,91.6167,66.13,85,32,2.37
371,Yamada,JP,2022-04-01 13:37:48,39.4667,141.95,33.15,64,18,6.67
372,Rondonopolis,BR,2022-04-01 13:37:48,-16.4708,-54.6356,63.5,87,100,5.73
373,Marmande,FR,2022-04-01 13:37:48,44.5,0.1667,49.51,50,100,21.25
374,Rapid Valley,US,2022-04-01 13:37:49,44.0625,-103.1463,35.73,93,100,10.36
375,Gravdal,NO,2022-04-01 13:37:49,68.1214,13.5031,33.69,86,75,9.22
376,Zhanaozen,KZ,2022-04-01 13:37:50,43.3,52.8,67.62,23,0,3.83
377,Waipawa,NZ,2022-04-01 13:37:50,-41.4122,175.5153,55.63,97,100,5.48
378,Thompson,CA,2022-04-01 13:37:50,55.7435,-97.8558,15.96,86,100,11.5
379,Neiafu,TO,2022-04-01 13:37:51,-18.65,-173.9833,75.88,94,40,0.0
380,Bastrop,US,2022-04-01 13:37:51,32.7562,-91.8724,46.69,73,18,1.99
381,Garmsar,IR,2022-04-01 13:37:51,35.2182,52.3409,77.36,13,0,10.42
382,Mackay,AU,2022-04-01 13:36:41,-21.15,149.2,78.78,78,40,10.36
383,Lubango,AO,2022-04-01 13:37:52,-14.9172,13.4925,71.83,69,97,2.35
384,Khandyga,RU,2022-04-01 13:37:52,62.6667,135.6,-7.76,100,48,3.78
385,Cabo San Lucas,MX,2022-04-01 13:34:28,22.8909,-109.9124,68.5,45,40,8.05
386,La Sarre,CA,2022-04-01 13:37:53,48.8002,-79.1996,18.03,87,100,12.46
387,Vyartsilya,RU,2022-04-01 13:37:53,62.1764,30.693,30.79,72,100,2.46
388,Vestmannaeyjar,IS,2022-04-01 13:37:53,63.4427,-20.2734,45.59,70,40,5.75
389,San Ramon,US,2022-04-01 13:37:54,37.7799,-121.978,51.26,90,0,0.0
390,Mykolayivka,UA,2022-04-01 13:37:54,47.5414,30.7561,72.68,36,57,20.83
391,Karasjok,NO,2022-04-01 13:37:54,69.4719,25.5112,25.0,74,100,16.62
392,Mandan,US,2022-04-01 13:37:55,46.8267,-100.8896,38.95,84,0,10.36
393,Pangnirtung,CA,2022-04-01 13:37:55,66.1451,-65.7125,17.6,100,100,2.3
394,Lesogorskiy,RU,2022-04-01 13:37:55,61.0455,28.9294,33.58,65,75,2.42
395,Stornoway,GB,2022-04-01 13:37:56,58.2093,-6.3865,44.56,73,75,17.27
396,Nanortalik,GL,2022-04-01 13:37:56,60.1432,-45.2371,39.79,78,78,7.72
397,Port Hawkesbury,CA,2022-04-01 13:37:56,45.6169,-61.3485,48.9,100,100,10.36
398,Biak,ID,2022-04-01 13:37:57,-0.9131,122.8766,77.54,80,34,1.36
399,Cabedelo,BR,2022-04-01 13:37:57,-6.9811,-34.8339,88.47,68,98,11.81
400,Kabanjahe,ID,2022-04-01 13:37:57,3.1001,98.4908,64.67,96,38,2.42
401,Escarcega,MX,2022-04-01 13:37:58,18.6089,-90.7454,81.3,70,8,5.44
402,San Rafael,AR,2022-04-01 13:36:29,-34.6177,-68.3301,62.56,25,2,13.44
403,Wichian Buri,TH,2022-04-01 13:37:58,15.6578,101.106,80.17,60,79,15.68
404,Altay,CN,2022-04-01 13:37:58,47.8667,88.1167,34.63,40,93,10.07
405,Ikalamavony,MG,2022-04-01 13:37:59,-21.15,46.5833,72.36,74,72,9.75
406,Gladstone,AU,2022-04-01 13:37:59,-23.85,151.25,75.13,73,75,6.91
407,Kaseda,JP,2022-04-01 13:37:59,31.4167,130.3167,54.73,53,97,8.9
408,Kirakira,SB,2022-04-01 13:38:00,-10.4544,161.9205,77.58,97,100,15.23
409,El Tigre,VE,2022-04-01 13:38:00,8.8875,-64.2454,83.43,52,42,15.32
410,Galich,RU,2022-04-01 13:38:00,58.3797,42.3475,31.68,75,97,6.15
411,Biltine,TD,2022-04-01 13:39:01,14.5333,20.9167,103.53,5,6,7.36
412,Longhua,CN,2022-04-01 13:39:01,23.6137,114.1919,56.37,79,100,5.82
413,Port Augusta,AU,2022-04-01 13:39:02,-32.5,137.7667,61.57,39,0,7.76
414,Tuxtla Gutierrez,MX,2022-04-01 13:39:02,16.75,-93.1167,65.21,50,5,3.0
415,Beloha,MG,2022-04-01 13:39:02,-25.1667,45.05,84.83,48,1,12.86
416,Sorland,NO,2022-04-01 13:39:03,67.667,12.6934,33.66,75,75,6.91
417,Klaksvik,FO,2022-04-01 13:39:03,62.2266,-6.589,40.12,74,86,18.28
418,Pitsunda,GE,2022-04-01 13:39:03,43.1592,40.3378,69.98,60,100,10.16
419,Kuah,MY,2022-04-01 13:36:11,6.3265,99.8432,82.38,83,20,3.44
420,Melfi,IT,2022-04-01 13:39:04,40.9965,15.6514,50.56,81,100,10.29
421,Port Blair,IN,2022-04-01 13:39:04,11.6667,92.75,84.24,70,20,3.44
422,Korla,CN,2022-04-01 13:39:05,41.7597,86.1469,57.06,31,0,5.28
423,Saint-Pierre,RE,2022-04-01 13:39:05,-21.3393,55.4781,80.28,80,75,10.36
424,Novo Aripuana,BR,2022-04-01 13:39:05,-5.1206,-60.3797,80.2,77,82,3.13
425,Avera,US,2022-04-01 13:39:06,33.194,-82.5271,59.38,56,4,13.38
426,Ponca City,US,2022-04-01 13:39:06,36.707,-97.0856,37.94,77,0,9.22
427,Brae,GB,2022-04-01 13:39:06,60.3964,-1.353,40.53,55,99,8.57
428,Totness,SR,2022-04-01 13:39:07,5.8833,-56.3167,82.08,62,62,9.24
429,Vardo,NO,2022-04-01 13:39:07,70.3705,31.1107,22.98,74,0,13.8
430,Bunia,CD,2022-04-01 13:39:07,1.5667,30.25,87.8,26,100,11.72
431,Kungurtug,RU,2022-04-01 13:39:08,50.5994,97.5228,20.82,89,89,2.01
432,Sainte-Maxime,FR,2022-04-01 13:39:08,43.3,6.6333,59.02,39,0,31.94
433,Letnik,RU,2022-04-01 13:39:08,46.011,41.2657,71.49,42,100,7.45
434,Mehamn,NO,2022-04-01 13:39:09,71.0357,27.8492,26.55,93,75,27.63
435,Punta Alta,AR,2022-04-01 13:39:09,-38.8759,-62.0736,61.18,39,100,15.97
436,Charters Towers,AU,2022-04-01 13:39:09,-20.1,146.2667,73.31,79,18,9.89
437,Seydi,TM,2022-04-01 13:39:10,39.4816,62.9137,70.02,17,54,7.05
438,Klyuchi,RU,2022-04-01 13:39:10,52.2667,79.1667,34.68,92,100,3.76
439,Shamkhal,RU,2022-04-01 13:39:11,43.0596,47.3373,51.78,47,32,10.76
440,Bure,ET,2022-04-01 13:39:11,10.7,37.0667,80.67,23,99,3.69
441,Luanda,AO,2022-04-01 13:36:25,-8.8368,13.2343,86.0,70,75,9.22
442,Znamenskoye,RU,2022-04-01 13:39:11,57.1281,73.8282,30.61,99,100,5.82
443,Sabla,NG,2022-04-01 13:39:12,12.7525,4.7077,106.63,5,5,4.72
444,Palang,BD,2022-04-01 13:39:12,23.2167,90.35,82.98,67,46,16.42
445,Pochutla,MX,2022-04-01 13:39:12,15.7432,-96.4661,71.42,47,31,1.66
446,Presidencia Roque Saenz Pena,AR,2022-04-01 13:39:13,-26.7852,-60.4388,64.71,41,5,6.78
447,Miandrivazo,MG,2022-04-01 13:39:13,-19.5167,45.4667,87.06,51,0,3.78
448,Portland,US,2022-04-01 13:37:32,45.5234,-122.6762,41.7,90,100,1.21
449,Hopewell,US,2022-04-01 13:39:14,37.3043,-77.2872,58.6,53,80,11.86
450,Ilmenau,DE,2022-04-01 13:39:14,50.6833,10.9,32.49,84,100,13.04
451,Bajil,YE,2022-04-01 13:39:15,15.0584,43.2851,91.18,30,0,11.63
452,Do Gonbadan,IR,2022-04-01 13:39:15,30.3586,50.7981,89.69,12,0,6.91
453,Arlit,NE,2022-04-01 13:39:15,18.7369,7.3853,101.68,2,14,2.53
454,Haines Junction,CA,2022-04-01 13:39:16,60.7522,-137.5108,19.35,79,100,0.0
455,Pemba,MZ,2022-04-01 13:39:16,-12.974,40.5178,83.1,78,75,11.5
456,Mahanoro,MG,2022-04-01 13:39:16,-19.9,48.8,78.06,74,6,6.17
457,Aasiaat,GL,2022-04-01 13:39:17,68.7098,-52.8699,15.96,96,86,9.01
458,Gizo,SB,2022-04-01 13:39:17,-8.103,156.8419,82.6,73,100,8.25
459,Tigre,AR,2022-04-01 13:39:15,-34.426,-58.5796,63.19,50,0,3.44
460,Kargil,IN,2022-04-01 13:40:18,34.5667,76.1,27.23,71,10,4.38
461,Ahipara,NZ,2022-04-01 13:40:18,-35.1667,173.1667,61.68,91,54,3.31
462,Mushie,CD,2022-04-01 13:40:18,-3.0167,16.9,84.16,62,75,8.41
463,Port Lincoln,AU,2022-04-01 13:40:19,-34.7333,135.8667,61.66,73,0,19.33
464,Zaprudnya,RU,2022-04-01 13:40:19,56.5667,37.4333,32.54,81,100,12.15
465,Victoria,HK,2022-04-01 13:36:30,22.2855,114.1577,65.17,83,100,11.01
466,Madera,US,2022-04-01 13:40:20,37.1666,-119.8343,54.43,92,6,3.56
467,Jacareacanga,BR,2022-04-01 13:40:20,-6.2222,-57.7528,84.36,67,82,2.51
468,Ouargaye,BF,2022-04-01 13:40:20,11.5033,0.0572,102.6,18,21,5.91
469,Mantua,IT,2022-04-01 13:40:21,45.1667,10.7833,62.1,67,100,1.01
470,Tarata,BO,2022-04-01 13:40:21,-17.6167,-66.0167,64.08,68,79,3.76
471,Kemijarvi,FI,2022-04-01 13:40:21,66.7131,27.4306,28.17,56,100,6.24
472,Santa Fe,AR,2022-04-01 13:35:41,-31.6333,-60.7,66.99,51,0,4.0
473,Vytegra,RU,2022-04-01 13:40:22,61.0064,36.4481,28.8,81,77,4.03
474,Berdigestyakh,RU,2022-04-01 13:40:22,62.0989,126.6992,24.87,98,100,5.23
475,Wawa,NG,2022-04-01 13:40:23,9.9022,4.4192,103.14,19,4,2.86
476,Galbshtadt,RU,2022-04-01 13:40:23,53.2264,78.9845,31.26,99,100,7.2
477,Sakakah,SA,2022-04-01 13:40:23,29.9697,40.2064,90.97,8,4,8.37
478,Noumea,NC,2022-04-01 13:40:24,-22.2763,166.4572,82.0,99,30,4.72
479,Ashtian,IR,2022-04-01 13:40:24,34.5217,50.0019,62.53,19,0,1.63
480,Buin,CL,2022-04-01 13:40:25,-33.7333,-70.75,71.87,12,0,0.92
481,Abha,SA,2022-04-01 13:40:25,18.2164,42.5053,78.62,11,0,0.0
482,Morant Bay,JM,2022-04-01 13:40:25,17.8815,-76.4093,82.71,72,15,13.4
483,Dawei,MM,2022-04-01 13:40:26,14.0833,98.2,79.99,80,16,2.3
484,Hami,CN,2022-04-01 13:40:26,42.8,93.45,55.69,18,2,3.58
485,Pangody,RU,2022-04-01 13:40:26,65.85,74.4859,13.84,91,51,9.46
486,Westport,US,2022-04-01 13:40:27,41.1415,-73.3579,53.64,88,75,8.05
487,Nusaybin,TR,2022-04-01 13:40:27,37.0778,41.2178,74.01,30,9,2.08
488,Tiarei,PF,2022-04-01 13:40:27,-17.5333,-149.3333,78.82,76,97,9.64
489,Karabulak,RU,2022-04-01 13:40:28,43.3036,44.8964,74.39,33,92,4.65
490,Dale,US,2022-04-01 13:40:28,38.1689,-86.99,37.9,75,100,6.91
491,Aitape,PG,2022-04-01 13:40:28,-3.1374,142.3475,79.38,86,92,7.07
492,Sungaipenuh,ID,2022-04-01 13:40:29,-2.0833,101.3833,64.87,89,13,0.94
493,Ketchikan,US,2022-04-01 13:40:29,55.3422,-131.6461,40.98,87,100,10.36
494,Sergeyevka,KZ,2022-04-01 13:40:30,53.88,67.4158,36.14,91,100,18.57
495,Tadine,NC,2022-04-01 13:40:30,-21.55,167.8833,79.83,90,20,12.37
496,Vangaindrano,MG,2022-04-01 13:40:30,-23.35,47.6,76.82,78,8,5.86
497,Sao Jose Da Coroa Grande,BR,2022-04-01 13:38:39,-8.8978,-35.1478,82.51,72,87,7.31
498,Rivne,UA,2022-04-01 13:40:31,50.6231,26.2274,41.58,93,100,10.65
499,Petropavlovsk-Kamchatskiy,RU,2022-04-01 13:40:31,53.0452,158.6483,23.59,68,75,2.24
500,Lata,PT,2022-04-01 13:40:32,40.1629,-8.3327,58.91,34,71,5.19
501,Penzance,GB,2022-04-01 13:40:32,50.1186,-5.5371,47.52,57,20,20.71
502,Bowen,AU,2022-04-01 13:40:32,-20.0167,148.2333,78.15,74,4,7.94
503,Carmarthen,GB,2022-04-01 13:41:33,51.8555,-4.3054,50.95,49,75,17.27
504,Pithiviers,FR,2022-04-01 13:41:33,48.1667,2.25,37.81,73,100,16.91
505,Lima,PE,2022-04-01 13:41:33,-12.0432,-77.0282,74.89,68,0,5.75
506,Yar-Sale,RU,2022-04-01 13:41:34,66.8333,70.8333,17.96,86,65,13.04
507,Puerto Colombia,CO,2022-04-01 13:41:34,10.9878,-74.9547,77.09,72,100,9.66
508,Vao,NC,2022-04-01 13:41:35,-22.6667,167.4833,79.14,89,6,16.84
509,Mount Gambier,AU,2022-04-01 13:41:35,-37.8333,140.7667,49.91,87,78,8.05
510,Pacific Grove,US,2022-04-01 13:39:58,36.6177,-121.9166,49.66,93,100,3.0
511,East Liverpool,US,2022-04-01 13:41:35,40.6187,-80.5773,37.94,82,100,4.0
512,Cedar Lake,US,2022-04-01 13:41:36,41.3648,-87.4411,33.85,77,74,11.39
513,Kirensk,RU,2022-04-01 13:41:36,57.7853,108.1119,37.56,85,100,17.34
514,Bonfim,BR,2022-04-01 13:41:36,3.0833,-59.95,86.79,48,46,7.07
515,Manokwari,ID,2022-04-01 13:41:37,-0.8667,134.0833,79.29,82,100,7.25
516,Panama City,PA,2022-04-01 13:37:57,8.9936,-79.5197,84.16,77,20,6.91
517,Okakarara,NA,2022-04-01 13:41:37,-20.5833,17.4333,74.64,61,96,7.63
518,Izhevskoye,RU,2022-04-01 13:41:38,54.5567,40.8703,32.95,99,100,13.71
519,Kahului,US,2022-04-01 13:41:38,20.8947,-156.47,73.85,79,20,9.22
520,Inyonga,TZ,2022-04-01 13:41:38,-6.7167,32.0667,75.42,73,100,2.04
521,Bilma,NE,2022-04-01 13:41:39,18.6853,12.9164,98.11,2,0,5.06
522,Dondo,MZ,2022-04-01 13:41:39,-19.6094,34.7431,83.71,76,22,7.23
523,Acapulco,MX,2022-04-01 13:41:39,16.8634,-99.8901,74.44,61,47,2.93
524,Anshan,CN,2022-04-01 13:41:40,41.1236,122.99,39.83,44,7,5.91
525,Vostok,RU,2022-04-01 13:41:40,46.4856,135.8833,9.18,93,46,5.46
526,Fulnek,CZ,2022-04-01 13:41:40,49.7124,17.9032,33.31,97,100,13.8
527,Batangafo,CF,2022-04-01 13:41:41,7.3008,18.2833,101.26,18,95,3.2
528,Somerset East,ZA,2022-04-01 13:41:41,-32.7217,25.588,59.47,89,100,9.37
529,San Lazaro,BZ,2022-04-01 13:41:42,18.0387,-88.6622,80.89,76,100,6.26
530,Petaluma,US,2022-04-01 13:37:50,38.2324,-122.6367,52.9,94,100,0.0
531,Usinsk,RU,2022-04-01 13:41:42,65.9939,57.5281,19.02,87,94,9.22
532,Sovetskiy,RU,2022-04-01 13:41:42,61.3614,63.5842,24.98,84,100,4.9
533,Cap Malheureux,MU,2022-04-01 13:41:43,-19.9842,57.6142,77.47,83,100,10.0
534,Kozhva,RU,2022-04-01 13:41:43,65.1073,57.0459,23.07,84,100,6.17
535,Skibotn,NO,2022-04-01 13:41:43,69.3913,20.2679,28.47,89,100,7.11
536,Rancho Palos Verdes,US,2022-04-01 13:41:44,33.7445,-118.387,55.99,94,21,1.01
537,Colesberg,ZA,2022-04-01 13:41:44,-30.72,25.0972,74.48,38,42,16.91
538,Coihaique,CL,2022-04-01 13:41:44,-45.5752,-72.0662,54.21,82,40,3.44
539,Souillac,MU,2022-04-01 13:41:45,-20.5167,57.5167,75.58,94,75,11.5
540,Rorvik,NO,2022-04-01 13:41:45,64.8621,11.2373,37.38,60,40,6.91
541,Mecca,SA,2022-04-01 13:41:45,21.4267,39.8261,94.37,16,90,17.4
542,Hobyo,SO,2022-04-01 13:41:46,5.3505,48.5268,84.11,67,13,14.9
543,Tefe,BR,2022-04-01 13:41:46,-3.3542,-64.7114,77.11,100,75,2.3
544,Mumbwa,ZM,2022-04-01 13:41:46,-14.9783,27.0619,74.05,75,100,2.89
545,Half Moon Bay,US,2022-04-01 13:41:47,37.4636,-122.4286,51.01,91,100,9.22
546,Coyah,GN,2022-04-01 13:41:47,9.75,-13.4167,94.44,37,28,12.37
547,Broken Hill,AU,2022-04-01 13:41:47,-31.95,141.4333,56.91,47,0,8.05
548,Lavrentiya,RU,2022-04-01 13:41:48,65.5833,-171.0,15.04,89,100,7.09
549,Tazovskiy,RU,2022-04-01 13:41:48,67.4667,78.7,12.52,92,100,11.86
550,Cockburn Town,TC,2022-04-01 13:41:48,21.4612,-71.1419,77.59,75,55,20.65
551,Bolshaya Glushitsa,RU,2022-04-01 13:42:49,50.2406,43.5908,60.51,52,100,18.37
552,Edson,CA,2022-04-01 13:42:49,53.5835,-116.4356,23.14,100,0,3.44
553,Gondanglegi,ID,2022-04-01 13:42:49,-7.7479,112.0132,76.37,91,100,2.91
554,Umm Lajj,SA,2022-04-01 13:42:50,25.0213,37.2685,80.26,53,30,8.7
555,Storslett,NO,2022-04-01 13:42:50,69.7678,21.0247,33.8,51,0,10.36
556,Wanning,CN,2022-04-01 13:42:50,18.8003,110.3967,71.82,94,100,19.6
557,Carbonia,IT,2022-04-01 13:42:51,39.1672,8.5222,59.65,83,81,16.2
558,Sur,OM,2022-04-01 13:42:51,22.5667,59.5289,84.58,42,0,5.75
559,Praia Da Vitoria,PT,2022-04-01 13:42:52,38.7333,-27.0667,62.76,94,75,23.11
560,Varkkallai,IN,2022-04-01 13:41:01,8.7341,76.7067,83.98,80,18,5.48
561,Kushalgarh,IN,2022-04-01 13:42:52,23.199,74.4507,94.66,13,0,4.94
562,Kaduqli,SD,2022-04-01 13:42:52,11.0167,29.7167,106.7,7,50,9.17
